Date;Open;High;Low;Close;Adj Close;Volume
02/01/2020;3937.5;3937.5;3887.5;3887.5;3363.986572265625;18602600
03/01/2020;3900.0;3937.5;3825.0;3900.0;3374.8037109375;32251400
06/01/2020;3875.0;3875.0;3800.0;3812.5;3299.0869140625;26249200
07/01/2020;3837.5;3850.0;3762.5;3775.0;3266.636962890625;38049800
08/01/2020;3750.0;3762.5;3700.0;3712.5;3212.553466796875;40926800
09/01/2020;3750.0;3850.0;3750.0;3850.0;3331.536865234375;43770600
10/01/2020;3850.0;3912.5;3837.5;3862.5;3342.353515625;41985000
13/01/2020;3875.0;3900.0;3850.0;3887.5;3363.986572265625;24716600
14/01/2020;3912.5;3925.0;3862.5;3925.0;3396.436767578125;40286800
15/01/2020;3900.0;3937.5;3825.0;3837.5;3320.72021484375;35369800
16/01/2020;3837.5;3887.5;3812.5;3850.0;3331.536865234375;38027400
17/01/2020;3850.0;3887.5;3837.5;3887.5;3363.986572265625;33630000
20/01/2020;3862.5;3900.0;3762.5;3775.0;3266.636962890625;35184600
21/01/2020;3787.5;3825.0;3750.0;3787.5;3277.45361328125;32903600
22/01/2020;3812.5;3850.0;3787.5;3812.5;3299.0869140625;44490400
23/01/2020;3812.5;3862.5;3775.0;3825.0;3309.903564453125;44155400
24/01/2020;3800.0;3887.5;3800.0;3850.0;3331.536865234375;35702000
27/01/2020;3850.0;3850.0;3725.0;3725.0;3223.3701171875;28379600
28/01/2020;3700.0;3737.5;3650.0;3737.5;3234.186767578125;42985000
29/01/2020;3737.5;3762.5;3675.0;3675.0;3180.103271484375;33503800
30/01/2020;3675.0;3712.5;3625.0;3625.0;3136.836669921875;26904000
31/01/2020;3650.0;3650.0;3550.0;3600.0;3115.203369140625;54195000
03/02/2020;3550.0;3650.0;3537.5;3562.5;3082.75341796875;40300400
04/02/2020;3612.5;3687.5;3587.5;3675.0;3180.103271484375;39320000
05/02/2020;3675.0;3712.5;3625.0;3712.5;3212.553466796875;32161400
06/02/2020;3750.0;3762.5;3675.0;3675.0;3180.103271484375;33597000
07/02/2020;3700.0;3700.0;3675.0;3675.0;3180.103271484375;39234200
10/02/2020;3662.5;3662.5;3612.5;3662.5;3169.28662109375;24158600
11/02/2020;3650.0;3687.5;3637.5;3650.0;3158.469970703125;17313800
12/02/2020;3650.0;3687.5;3637.5;3637.5;3147.6533203125;22518200
13/02/2020;3637.5;3712.5;3637.5;3700.0;3201.736572265625;41031400
14/02/2020;3687.5;3800.0;3662.5;3762.5;3255.81982421875;51465800
